"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","font-semibold","text-rare","font-semibold 2","text-super-rare","font-semibold 3"
"389th","https://www.soraredata.com/player/39038234513225535808386002007282483094120112279219847337233226388507525852467","https://assets.sorare.com/player/0cc84a18-1e4a-46d7-bfc6-fefdee8f49ed/picture/avatar-6bfd0825756ccf2782b800cecafef76a.png","Lucas Höler","Forward  - 28","70.5","100%  PLAYED","56.3","100%  PLAYED","48.2","70%  PLAYED","Ξ 0,0076","3-day average","Ξ 0,0674","3-day average","Ξ 0,298","Last public sale"
"390th","https://www.soraredata.com/player/113705317678245763873857637345782834413374250406733890594995526906752512371399","https://assets.sorare.com/player/fe28041c-0c4f-4793-9613-8d9a281e2f6c/picture/avatar-991ce62bd99f3749f57e41b691ab6d74.png","Jordan Lefort","Defender  - 29","51.4","100%  PLAYED","56.3","100%  PLAYED","54.8","78%  PLAYED","Ξ 0,0010","3-day average","Ξ 0,0175","7-day average","Ξ 0,204","3-day average"
"391st","https://www.soraredata.com/player/18235372026792798644605366137438931095497498936680512368970544270394431378441","https://assets.sorare.com/player/2ffa98e6-054f-4926-afdd-99066d55af8d/picture/avatar-2417af1951cb91e3de81a757302c97c3.png","Kevin Kraus","Defender  - 30","56.7","80%  PLAYED","56.3","87%  PLAYED","NA","0%  PLAYED","Ξ 0,0007","3-day average","Ξ 0,0206","7-day average","Ξ 0,177","Last public sale"
"392nd","https://www.soraredata.com/player/64084513787960606181080990804014156718318677352634137330498094208375413828006","https://assets.sorare.com/player/5a41d537-6734-4944-b3cf-4733cc1bdd4b/picture/avatar-eb1e233ede68b914aec469bd86d558b7.png","Maxence Caqueret","Midfielder  - 23","53.6","100%  PLAYED","56.3","93%  PLAYED","52.2","83%  PLAYED","Ξ 0,0079","3-day average","Ξ 0,0510","7-day average","Ξ 0,750","Last public sale"
"393rd","https://www.soraredata.com/player/51154157293536513200084514370218312982793769919036870237454212261873530045456","https://assets.sorare.com/player/e6c2b6c7-2df0-4dc3-8d1f-3d41d290288d/picture/1b943672a551ef66db07e1eeaf4f70c0.png","Lee Jin-Hyun","Midfielder  - 25","67.8","100%  PLAYED","56.3","93%  PLAYED","45.4","78%  PLAYED","Ξ 0,0231","3-day average","Ξ 0,171","3-day average","Ξ 0,323","1-month average"
"394th","https://www.soraredata.com/player/14186410394677811859773912634465966988326055151092309537926780248988440012462","https://assets.sorare.com/player/6840c4f8-c07a-4d08-ae51-afaf6d3382f2/picture/avatar-160185fc8669d597ff68fc8607ea3ecf.png","Alireza Jahanbakhsh","Midfielder  - 29","43.0","80%  PLAYED","56.3","93%  PLAYED","48.7","83%  PLAYED","Ξ 0,0015","3-day average","Ξ 0,0465","2-week average","Ξ 0,225","Last public sale"
"395th","https://www.soraredata.com/player/107450041309951951653558553127835531590686740856707159538672363564536461679629","https://assets.sorare.com/player/627bc0b5-e1c3-4926-a92f-c0fcfc656fe3/picture/avatar-37d60fa41477c7968848eb6d84a7d0ae.png","Jeff Chabot","Defender  - 25","56.7","100%  PLAYED","56.2","100%  PLAYED","54.5","45%  PLAYED","Ξ 0,0024","3-day average","Ξ 0,0232","1-month average","Ξ 0,140","7-day average"
"396th","https://www.soraredata.com/player/khephren-thuram-ulien","","Khéphren Thuram","Midfielder  - 22","50.2","100%  PLAYED","56.2","93%  PLAYED","52.8","95%  PLAYED","No sale","","No sale","","No sale",""
"397th","https://www.soraredata.com/player/86161899856651720511376129332439603558807385798346020920179516387883303447399","https://assets.sorare.com/player/7bfb51b9-e6e2-46ee-9b71-62b289465c2b/picture/avatar-bc77a71ded214103e9e97d5b8147c688.png","Oleksandr Zinchenko","Midfielder  - 26","45.5","80%  PLAYED","56.2","93%  PLAYED","52.7","65%  PLAYED","Ξ 0,0074","3-day average","Ξ 0,0806","3-day average","Ξ 0,917","Last public sale"
"398th","https://www.soraredata.com/player/24447134303454286923026301836937776065913879666955176470307076262455118274212","https://assets.sorare.com/player/e90b114d-2a51-4d91-b9b3-263d34398f7f/picture/avatar-e9d49773367f0eaa49d851118432244a.png","Pepe","Defender  - 40","61.2","80%  PLAYED","56.2","80%  PLAYED","52.0","57%  PLAYED","Ξ 0,0023","3-day average","Ξ 0,0229","7-day average","Ξ 0,380","Last public sale"
"399th","https://www.soraredata.com/player/60605947771721540635827871133687998383474273015382797117208154998561055209237","https://assets.sorare.com/player/67a975eb-bbf4-40e8-8912-58cb69ea61c4/picture/avatar-6b80e15becbf1bf86e0e832c040d5377.png","Lee Yong","Defender  - 36","64.5","100%  PLAYED","56.2","87%  PLAYED","53.4","68%  PLAYED","Ξ 0,0050","3-day average","Ξ 0,0391","7-day average","Ξ 0,1000","Last public sale"
"400th","https://www.soraredata.com/player/16078021803174947791526264831235151656038058819611388217115413096436951110139","https://assets.sorare.com/player/4b45b2d2-60c1-46cf-8708-4cb02e76beb8/picture/avatar-0dc8bcf7a34ba04b269adaa8a32bd865.png","Leighton Clarkson","Midfielder  - 21","74.4","100%  PLAYED","56.2","93%  PLAYED","52.8","75%  PLAYED","Ξ 0,0064","7-day average","Ξ 0,135","7-day average","No sale",""
"401st","https://www.soraredata.com/player/79750957626554981987305620953487964008798587509951827459541127631541259708039","https://assets.sorare.com/player/65ba507b-903b-44b3-9772-a8479a6e6eff/picture/avatar-b2f3bea2ebf168369f708e8c212b96a9.png","Victor Osimhen","Forward  - 24","41.3","100%  PLAYED","56.2","80%  PLAYED","58.4","75%  PLAYED","Ξ 0,0766","3-day average","Ξ 0,639","7-day average","Ξ 3,333","Last public sale"
"402nd","https://www.soraredata.com/player/81048278221004587032698739515873701856090048661286146780471478351386816682021","https://assets.sorare.com/player/5153263b-cf60-4012-aab1-9eb6d16c69a5/picture/avatar-a22f7e0427d8b3d131fe0d223424b639.png","Samual Rogers","Defender  - 23","53.3","100%  PLAYED","56.2","80%  PLAYED","NA","0%  PLAYED","Ξ 0,0084","3-day average","Ξ 0,0600","7-day average","Ξ 0,292","2-week average"
"403rd","https://www.soraredata.com/player/44445321640476367291886955409384634718170357522334902367331736962086238206414","https://assets.sorare.com/player/95fd2876-6bc9-4039-aa84-d4022301fab0/picture/avatar-aa70fb6f9fb1b1c66d84f2791bd990f9.png","Lovro Majkić","Goalkeeper  - 23","62.1","100%  PLAYED","56.2","100%  PLAYED","53.4","83%  PLAYED","Ξ 0,0256","3-day average","Ξ 0,355","7-day average","Ξ 1,280","Last public sale"
"404th","https://www.soraredata.com/player/13474803686568628617951585228675826128706070587465706316495386467756607855144","https://assets.sorare.com/player/1577bd72-bf1d-4d93-a631-fe95f1b5dbb8/picture/avatar-050b04e16bf44767de6fc67288240ccd.png","Wissam Ben Yedder","Forward  - 32","43.6","100%  PLAYED","56.2","93%  PLAYED","54.9","88%  PLAYED","Ξ 0,0146","3-day average","Ξ 0,115","7-day average","Ξ 0,584","Last public sale"
"405th","https://www.soraredata.com/player/51874699920494921780989987857493493511370807225819413275300431240830948352696","https://assets.sorare.com/player/558811f6-31c1-48b1-8aef-221c845a8a73/picture/avatar-b6b9bd3547aca9f9b04cd4848fceda80.png","Ludovic Blas","Midfielder  - 25","56.9","100%  PLAYED","56.1","93%  PLAYED","52.9","98%  PLAYED","Ξ 0,0094","3-day average","Ξ 0,0648","3-day average","Ξ 0,421","1-month average"
"406th","https://www.soraredata.com/player/48605503391118943293349807428031795798849991750953882452668494363743233286636","https://assets.sorare.com/player/c7d71cd2-6fc0-479b-8008-99a31bec7d40/picture/avatar-20d13b1589bbc67f538e9990cc42a642.png","Oleksandr Petrusenko","Midfielder  - 25","56.5","100%  PLAYED","56.1","93%  PLAYED","NA","0%  PLAYED","Ξ 0,0016","3-day average","Ξ 0,0156","7-day average","No sale",""
"407th","https://www.soraredata.com/player/92209746776157051985302217203129095344103949142788787782110382210779121026557","https://assets.sorare.com/player/05a0cec5-fd52-4083-9ba7-c49a4cd67d50/picture/avatar-6bd5236184b927d28156fd8ce4cb7f8c.png","Kévin Rodrigues","Defender  - 29","62.8","100%  PLAYED","56.1","93%  PLAYED","53.6","78%  PLAYED","Ξ 0,0023","3-day average","Ξ 0,0423","7-day average","Ξ 0,303","3-day average"
"408th","https://www.soraredata.com/player/96212752782761628843861828059807610632306947790125490592481195022739659771437","https://assets.sorare.com/player/a76c5baa-e143-4eb2-a9af-a5b3d77c2bdc/picture/avatar-49dfc4c7518cf1ca81714255b95e0e3f.png","Enzo Fernández","Midfielder  - 22","49.6","100%  PLAYED","56.1","100%  PLAYED","60.7","93%  PLAYED","Ξ 0,0328","3-day average","Ξ 0,395","2-week average","Ξ 3,095","Last public sale"
"409th","https://www.soraredata.com/player/77073991163272207868299932603085128705900360318761988364911427288130046902863","https://assets.sorare.com/player/a56d17e8-823b-474f-a2c9-8e359da5d322/picture/avatar-e05dad610a29f686720ef1809e479bb2.png","Pierre-Emile Højbjerg","Midfielder  - 27","55.7","100%  PLAYED","56.1","93%  PLAYED","58.4","95%  PLAYED","Ξ 0,0107","3-day average","Ξ 0,118","3-day average","Ξ 0,824","1-month average"
"410th","https://www.soraredata.com/player/96466645266759400743808069533541432529256776051421580611778679381098289412511","https://assets.sorare.com/player/d15315c8-5f8c-4930-b67e-0b687e14b3ad/picture/avatar-5e2f41b90231b297400b4f542d5067e7.png","Morgan Guilavogui","Forward  - 25","69.3","80%  PLAYED","56.1","87%  PLAYED","52.0","83%  PLAYED","Ξ 0,0054","3-day average","Ξ 0,0444","2-week average","Ξ 0,128","Last public sale"
"411th","https://www.soraredata.com/player/93669545578927580456504313003731979870563194803611771802944610197051547650079","https://assets.sorare.com/player/6bce9159-23f6-444c-aec8-48ac43fa2837/picture/avatar-6c8737b7647129ffb76fc9860a931f0c.png","Mats Wieffer","Midfielder  - 23","47.5","100%  PLAYED","56.1","93%  PLAYED","47.7","78%  PLAYED","Ξ 0,0079","3-day average","Ξ 0,106","7-day average","Ξ 0,516","1-month average"
"412th","https://www.soraredata.com/player/37538085101885350857445774278305985900714377351962005073090191043684788168635","https://assets.sorare.com/player/03a82ab3-2624-49a0-98ad-afb4ae77d5dc/picture/avatar-4600eaaa4633667387778d0a45c4f6b0.png","Santiago Ascacíbar","Midfielder  - 26","51.5","100%  PLAYED","56.0","93%  PLAYED","47.4","88%  PLAYED","Ξ 0,0046","3-day average","Ξ 0,0694","1-month average","Ξ 0,110","Last public sale"
"413th","https://www.soraredata.com/player/34596684119154710877506167524474641701041694103702446481937167501702498737608","https://assets.sorare.com/player/9b4be0a3-8774-4f49-a2f1-ef3d56b4e4f9/picture/avatar-78bafef287ceea4eec35380cd567ce78.png","António Silva","Defender  - 19","55.3","100%  PLAYED","56.0","93%  PLAYED","59.4","88%  PLAYED","Ξ 0,0292","3-day average","Ξ 0,248","3-day average","Ξ 2,280","Last public sale"
"414th","https://www.soraredata.com/player/49276150962765861098850782558843355139177869473125518276956805340116862281704","https://assets.sorare.com/player/26bfd931-75f3-41e3-8f71-1a6462c3fa24/picture/avatar-a1e77ad439b500105eb24e71e742c5a0.png","Dániel Sallói","Forward  - 26","50.5","100%  PLAYED","56.0","87%  PLAYED","52.3","80%  PLAYED","Ξ 0,0110","3-day average","Ξ 0,123","7-day average","Ξ 0,699","1-month average"
"415th","https://www.soraredata.com/player/87406617142304864898834876742787822385083608059380767156094681801063690448246","https://assets.sorare.com/player/bf343eb2-ba54-44a2-b265-db4d496703b8/picture/avatar-bb5aae2075ffdce310712342fb9c56e8.png","Dimitrios Siovas","Defender  - 34","55.8","100%  PLAYED","56.0","87%  PLAYED","52.1","73%  PLAYED","Ξ 0,0005","3-day average","Ξ 0,0071","3-day average","Ξ 0,0900","1-month average"
"416th","https://www.soraredata.com/player/48599666688863176947944344993878565577780773981586497303238461227725530585866","https://assets.sorare.com/player/57448a35-e5b1-4310-ae6f-e494e353e6f5/picture/avatar-10e5cbb92f944827526c156614e8aa54.png","Nicolás Rinaldi","Midfielder  - 29","58.5","80%  PLAYED","56.0","80%  PLAYED","49.0","88%  PLAYED","Ξ 0,0024","3-day average","Ξ 0,0256","1-month average","Ξ 0,132","Last public sale"
"417th","https://www.soraredata.com/player/83732543357169715829496153369736097558033843041925571908801031967821013768862","https://assets.sorare.com/player/85a128f8-9e26-4edd-830e-e1859e6fcade/picture/avatar-bafac531af3f2b86678ad1cb547e16b7.png","Ertaç Özbir","Goalkeeper  - 33","55.4","100%  PLAYED","56.0","100%  PLAYED","56.6","85%  PLAYED","Ξ 0,0099","3-day average","Ξ 0,184","7-day average","Ξ 0,669","1-month average"
"418th","https://www.soraredata.com/player/87994783161413987339779070712433043210613170939545262072108256841965606182027","https://assets.sorare.com/player/3aeb3d67-db06-4c9e-a848-526dac683cc5/picture/avatar-7b2118b99da7273acafc7a83e25ab383.png","Norbert Gyömbér","Defender  - 30","52.2","100%  PLAYED","56.0","87%  PLAYED","49.1","73%  PLAYED","Ξ 0,0017","3-day average","Ξ 0,0115","7-day average","Ξ 0,0750","Last public sale"
"419th","https://www.soraredata.com/player/28195666815555452605818183940763114851767864765691727503588697429098646288221","https://assets.sorare.com/player/f8b6b5dc-4b13-46a9-aa12-1cab0df4695e/picture/avatar-b1eed2fc096230f465092e40f0991ad3.png","Philipp Ziereis","Defender  - 30","66.2","100%  PLAYED","56.0","100%  PLAYED","51.1","78%  PLAYED","Ξ 0,0015","3-day average","Ξ 0,0148","2-week average","Ξ 0,160","Last public sale"
"420th","https://www.soraredata.com/player/51067931245231755892171961613458218108111477169611875178027519931628269488640","https://assets.sorare.com/player/024d1d4a-6aae-4bc1-ab8f-ea587cbec352/picture/avatar-c9fcd79c0b3af6047b2357ef31798931.png","Romain Thomas","Defender  - 34","58.0","100%  PLAYED","55.9","100%  PLAYED","56.9","95%  PLAYED","Ξ 0,0009","3-day average","Ξ 0,0198","7-day average","Ξ 0,143","Last public sale"
"421st","https://www.soraredata.com/player/110390072160303145417841022006526628842590497585261652039560116645476094943158","https://assets.sorare.com/player/87d61255-270f-4fcb-ae03-7fffcc991f4c/picture/avatar-05067796bf62bd0a59f7745f565a4fb0.png","Sead Kolašinac","Defender  - 29","58.2","100%  PLAYED","55.9","93%  PLAYED","48.9","83%  PLAYED","Ξ 0,0049","3-day average","Ξ 0,0287","7-day average","Ξ 0,180","Last public sale"
"422nd","https://www.soraredata.com/player/86777530145726306587510106440133069388277786406892183715030883461892799650659","https://assets.sorare.com/player/30b95dff-9a20-4fa1-8595-8a72b8ba9cc1/picture/avatar-4e86c25e6415a8fa79b713b175fae8fb.png","Ylldren Ibrahimaj","Forward  - 27","49.4","100%  PLAYED","55.9","100%  PLAYED","53.3","85%  PLAYED","Ξ 0,0107","2-week average","Ξ 0,133","Last public sale","Ξ 0,1000","Last public sale"
"423rd","https://www.soraredata.com/player/6756356431958452713741930775831582550697817819819177316390674832049863809038","https://assets.sorare.com/player/15064f38-d0d9-4031-a073-6b5507cb1f75/picture/avatar-e2a59e75aef119109718c35541482562.png","Fabien Centonze","Defender  - 27","45.6","100%  PLAYED","55.9","93%  PLAYED","52.2","63%  PLAYED","Ξ 0,0017","3-day average","Ξ 0,0292","7-day average","No sale",""
"424th","https://www.soraredata.com/player/17519253141257570246101272324725114394635402721480576610121935448154928854222","https://assets.sorare.com/player/1d63d8b4-9d15-4d7c-8779-381627bf1827/picture/51b3c2962cffd841100db546b7571f78.png","Luis Binks","Defender  - 21","39.4","100%  PLAYED","55.9","100%  PLAYED","51.0","78%  PLAYED","No sale","Last public sale","Ξ 0,0900","Last public sale","Ξ 0,250",""
"425th","https://www.soraredata.com/player/31558164332335980834209592444049210539189881690638579227483072072727639905460","https://assets.sorare.com/player/5f336c6f-52e4-42e9-9937-687e3a5b45cc/picture/avatar-0ed51b671b2696cd82611d42337a7638.png","Jackson Irvine","Midfielder  - 30","44.7","100%  PLAYED","55.9","100%  PLAYED","53.7","95%  PLAYED","Ξ 0,0019","3-day average","Ξ 0,0349","3-day average","Ξ 0,170","Last public sale"
"426th","https://www.soraredata.com/player/106951658139843858890336575436137629229775159819537405280351806227514001693815","https://assets.sorare.com/player/3b57f92a-abba-4b2b-9023-b2964f357edd/picture/avatar-9f8c98f204d5332f01b4053487e169c6.png","Lucas Beltrán","Forward  - 22","46.4","100%  PLAYED","55.9","93%  PLAYED","46.1","95%  PLAYED","No sale","Last public sale","Ξ 0,325","Last public sale","Ξ 0,250",""
"427th","https://www.soraredata.com/player/31703886941733735106695576331503647646691065682403778489113698360673721968980","https://assets.sorare.com/player/be2ae6ff-379c-4697-99d2-a13cb24d3093/picture/avatar-9b4c0902b99cde4b1b64fafa8cca9754.png","Keegan Rosenberry","Defender  - 29","58.2","100%  PLAYED","55.9","93%  PLAYED","48.4","98%  PLAYED","Ξ 0,0025","3-day average","Ξ 0,0274","7-day average","Ξ 0,0787","1-month average"
"428th","https://www.soraredata.com/player/52549531689370196232018870946920230720022737551689560937583390431077758409542","https://assets.sorare.com/player/7f2c4130-dae5-466e-8cb2-0d248c6683d6/picture/avatar-0ca4b0053fb89ef242571af380c6201e.png","Ki Sung-Yueng","Midfielder  - 34","57.7","80%  PLAYED","55.9","93%  PLAYED","54.2","93%  PLAYED","Ξ 0,0028","3-day average","Ξ 0,0247","3-day average","Ξ 0,198","Last public sale"
"429th","https://www.soraredata.com/player/90261857608896864461290112172200849224312736602969417163545744221584087567349","https://assets.sorare.com/player/a39ec4c1-b32a-4cb6-bd0a-4d4a2c9a0fbb/picture/avatar-57329f485187ed8ecb4a8249150df703.png","Dirk Proper","Midfielder  - 21","65.5","100%  PLAYED","55.8","100%  PLAYED","48.2","85%  PLAYED","Ξ 0,0038","3-day average","Ξ 0,0651","7-day average","Ξ 0,250","Last public sale"
